item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	optional-payment-type-exclusion	merchant-shipping-group	status	maximum-retail-price
Compatible for Redmi K40 Pro Plus (5G) LCD Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ30R9Y	MIK40P+	2870	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSWRT27						B0FRSWRT27			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Xiaomi Mi Max (Black) LCD Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FPVECH8	MIMAX	3100	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSY82X4						B0FRSY82X4			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Xiaomi Mi Max 2 (Black) LCD Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ495C5	MIMAX2B	3205	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSX6PV8						B0FRSX6PV8			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Xiaomi Mi Max (White) LCD Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ2T6V1	MIMAX2W	2884	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSZ8NVL						B0FRSZ8NVL			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Redmi Note 10 (4G) OLED Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ8Q0EQ	MIN104G	4607	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSX1C72						B0FRSX1C72			0	DEFAULT		Migrated Template	Inactive	9999.0
Compatible for Redmi Note 10 (5G) LCD Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Ipc Section 415/420. Violation Of Ipc Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The Required Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install It Permanently. It's Important To Keep The Item In Its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or Scratched Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how Required, It Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The Shipping Is Done In Secured Packing To Make Sure You Get The Product In Shape.	0913F7YIWUA	MIN105G	1699	0	2025-09-13 16:36:19 IST		y	1			11				B0FR2628VT						B0FR2628VT			0	DEFAULT		Migrated Template	Inactive	2999.0
Compatible for Redmi Note 10 Pro (5G) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ43QME	MIN10P5GCARE	3296	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSZLXPR						B0FRSZLXPR			0	DEFAULT		Migrated Template	Inactive	6999.0
Compatible for Redmi Note 4/4X (Black) (with Frame) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FPXNPE8	MIN4BWFCARE	2807	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSX29JF						B0FRSX29JF			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Redmi Note 7/7s/7 Pro CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ6P91X	MIN7CARE	2462	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSVNCGN						B0FRSVNCGN			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Redmi Note 8 (with Frame) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ6OG88	MIN8WFCARE	3965	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSTMXFY						B0FRSTMXFY			0	DEFAULT		Migrated Template	Inactive	6999.0
Compatible for Redmi Note 10 (5G) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ6L8I2	MINOTE105GCARE	2870	0	2025-09-19 19:57:09 IST		y	1			11				B0FRST2RJK						B0FRST2RJK			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Redmi Note 11/11S (4G) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Ipc Section 415/420. Violation Of Ipc Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The Required Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install It Permanently. It's Important To Keep The Item In Its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or Scratched Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how Required, It Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The Shipping Is Done In Secured Packing To Make Sure You Get The Product In Shape.	0129HO81N02	MINOTE114G	7271	0	2026-01-29 16:30:17 IST		y	1			11				B0GKGPRSC2						B0GKGPRSC2			0	DEFAULT		Migrated Template	Inactive	14542.0
Compatible for Redmi Note 11 (5G) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FPVH4NF	MINOTE115GCARE	3100	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSY6D3N						B0FRSY6D3N			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Redmi Note 11E CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ30EOD	MINOTE11ECARE	2939	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSYYHX6						B0FRSYYHX6			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Redmi Note 3 (Black) (with Frame) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ5CA90	MINOTE3BWFCARE	2474	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSWL742						B0FRSWL742			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Redmi Note 3 (Gold) (with Frame) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ32AK8	MINOTE3GWFCARE	2474	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSYVW6G						B0FRSYVW6G			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Redmi Note 5 (Black) (with Frame) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ5AQLP	MINOTE5BWFCARE	2850	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSYQRJ8						B0FRSYQRJ8			0	DEFAULT		Migrated Template	Inactive	4999.0
